size,horizon,delta,algorithm,trial,objective,risk,time_s,n,iterations,complete,constrained_pomdp_commit,raostar_commit
5,4,0.3,RAO*,23,8.330533203125,0.1873195386398268,0.2590354400454089,712,60,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,4,0.3,DARP-HILP,24,8.241031249999999,0.15480147923583987,0.1891857699956745,892,20,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,4,0.3,RAO*,24,8.330533203125,0.1873195386398268,0.2103591519407928,712,60,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,4,0.3,DARP-HILP,25,8.241031249999999,0.15480147923583987,0.19127858593128622,892,20,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,4,0.3,RAO*,25,8.330533203125,0.1873195386398268,0.2266970300115645,712,60,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,DARP-HILP,1,10.358017454345704,0.09444588296646883,2.6646537450142205,4504,45,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,RAO*,1,11.1940493124079,0.08510887858347371,3.343837307067588,5170,470,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,DARP-HILP,2,10.358017454345704,0.09444588296646883,2.6332004819996655,4504,45,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,RAO*,2,11.1940493124079,0.08510887858347371,3.1930903900647536,5170,470,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,DARP-HILP,3,10.358017454345704,0.09444588296646883,2.5740339249605313,4504,45,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,RAO*,3,11.1940493124079,0.08510887858347371,3.32750810100697,5170,470,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,DARP-HILP,4,10.358017454345704,0.09444588296646883,2.618415553937666,4504,45,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,RAO*,4,11.1940493124079,0.08510887858347371,3.2245875149965286,5170,470,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,DARP-HILP,5,10.358017454345704,0.09444588296646883,2.579588704975322,4504,45,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,RAO*,5,11.1940493124079,0.08510887858347371,3.4462405160302296,5170,470,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,DARP-HILP,6,10.358017454345704,0.09444588296646883,2.5644415819551796,4504,45,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,RAO*,6,11.1940493124079,0.08510887858347371,3.518055199063383,5170,470,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,DARP-HILP,7,10.358017454345704,0.09444588296646883,2.591792964958586,4504,45,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,RAO*,7,11.1940493124079,0.08510887858347371,3.410107485949993,5170,470,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,DARP-HILP,8,10.358017454345704,0.09444588296646883,2.633511009044014,4504,45,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,RAO*,8,11.1940493124079,0.08510887858347371,3.22387142397929,5170,470,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,DARP-HILP,9,10.358017454345704,0.09444588296646883,2.5228537489892915,4504,45,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,RAO*,9,11.1940493124079,0.08510887858347371,3.3223584860097617,5170,470,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,DARP-HILP,10,10.358017454345704,0.09444588296646883,2.5865567529108375,4504,45,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,RAO*,10,11.1940493124079,0.08510887858347371,3.164620200986974,5170,470,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,DARP-HILP,11,10.358017454345704,0.09444588296646883,3.1278480619657785,4504,45,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,RAO*,11,11.1940493124079,0.08510887858347371,3.2555073770927265,5170,470,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,DARP-HILP,12,10.358017454345704,0.09444588296646883,2.5231441570213065,4504,45,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,RAO*,12,11.1940493124079,0.08510887858347371,3.2585211519617587,5170,470,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,DARP-HILP,13,10.358017454345704,0.09444588296646883,2.623008345020935,4504,45,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,RAO*,13,11.1940493124079,0.08510887858347371,3.7268331580562517,5170,470,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,DARP-HILP,14,10.358017454345704,0.09444588296646883,2.7164466968970373,4504,45,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,RAO*,14,11.1940493124079,0.08510887858347371,4.017790702986531,5170,470,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,DARP-HILP,15,10.358017454345704,0.09444588296646883,2.813177139032632,4504,45,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,RAO*,15,11.1940493124079,0.08510887858347371,3.481219699024223,5170,470,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,DARP-HILP,16,10.358017454345704,0.09444588296646883,2.4822253109887242,4504,45,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,RAO*,16,11.1940493124079,0.08510887858347371,3.304600340081379,5170,470,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,DARP-HILP,17,10.358017454345704,0.09444588296646883,2.595430193003267,4504,45,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,RAO*,17,11.1940493124079,0.08510887858347371,3.281912982929498,5170,470,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,DARP-HILP,18,10.358017454345704,0.09444588296646883,2.5751376289408654,4504,45,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,RAO*,18,11.1940493124079,0.08510887858347371,3.3920431649312377,5170,470,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,DARP-HILP,19,10.358017454345704,0.09444588296646883,2.7133315100800246,4504,45,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,RAO*,19,11.1940493124079,0.08510887858347371,3.423413248034194,5170,470,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,DARP-HILP,20,10.358017454345704,0.09444588296646883,2.5269739710493013,4504,45,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,RAO*,20,11.1940493124079,0.08510887858347371,3.2929473320255056,5170,470,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,DARP-HILP,21,10.358017454345704,0.09444588296646883,2.518968509975821,4504,45,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,RAO*,21,11.1940493124079,0.08510887858347371,3.445687834988348,5170,470,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,DARP-HILP,22,10.358017454345704,0.09444588296646883,2.6530226160539314,4504,45,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,RAO*,22,11.1940493124079,0.08510887858347371,3.554092847974971,5170,470,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,DARP-HILP,23,10.358017454345704,0.09444588296646883,2.620512443012558,4504,45,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,RAO*,23,11.1940493124079,0.08510887858347371,3.292380976025015,5170,470,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,DARP-HILP,24,10.358017454345704,0.09444588296646883,2.5371104259975255,4504,45,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,RAO*,24,11.1940493124079,0.08510887858347371,3.314875641022809,5170,470,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,DARP-HILP,25,10.358017454345704,0.09444588296646883,2.5315343430265784,4504,45,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.1,RAO*,25,11.1940493124079,0.08510887858347371,3.3079779980471358,5170,470,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,DARP-HILP,1,8.330533203124999,0.15553190065651704,0.7425583869917318,3004,26,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,RAO*,1,8.517308228802941,0.19070231978831415,1.9816913680406287,3073,259,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,DARP-HILP,2,8.330533203124999,0.15553190065651704,0.6874481460545212,3004,26,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,RAO*,2,8.517308228802941,0.19070231978831415,2.084058656007983,3073,259,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,DARP-HILP,3,8.330533203124999,0.15553190065651704,0.6906859580194578,3004,26,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,RAO*,3,8.517308228802941,0.19070231978831415,1.9788122120080516,3073,259,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,DARP-HILP,4,8.330533203124999,0.15553190065651704,0.6999934170162305,3004,26,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,RAO*,4,8.517308228802941,0.19070231978831415,1.960600099992007,3073,259,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,DARP-HILP,5,8.330533203124999,0.15553190065651704,0.6691450199577957,3004,26,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,RAO*,5,8.517308228802941,0.19070231978831415,1.9720440619857982,3073,259,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,DARP-HILP,6,8.330533203124999,0.15553190065651704,0.6566077569732442,3004,26,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,RAO*,6,8.517308228802941,0.19070231978831415,1.9333979219663888,3073,259,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,DARP-HILP,7,8.330533203124999,0.15553190065651704,0.6759838199941441,3004,26,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,RAO*,7,8.517308228802941,0.19070231978831415,2.009362132055685,3073,259,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,DARP-HILP,8,8.330533203124999,0.15553190065651704,0.7021015250356868,3004,26,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,RAO*,8,8.517308228802941,0.19070231978831415,1.9532457509776577,3073,259,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,DARP-HILP,9,8.330533203124999,0.15553190065651704,0.695993363042362,3004,26,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,RAO*,9,8.517308228802941,0.19070231978831415,1.9034629910020158,3073,259,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,DARP-HILP,10,8.330533203124999,0.15553190065651704,0.6674548140726984,3004,26,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,RAO*,10,8.517308228802941,0.19070231978831415,2.018336522975005,3073,259,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,DARP-HILP,11,8.330533203124999,0.15553190065651704,0.6883322370704263,3004,26,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,RAO*,11,8.517308228802941,0.19070231978831415,2.0277977869845927,3073,259,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,DARP-HILP,12,8.330533203124999,0.15553190065651704,0.725268483045511,3004,26,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,RAO*,12,8.517308228802941,0.19070231978831415,2.020934075000696,3073,259,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,DARP-HILP,13,8.330533203124999,0.15553190065651704,0.6786805120063946,3004,26,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,RAO*,13,8.517308228802941,0.19070231978831415,1.960395951056853,3073,259,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,DARP-HILP,14,8.330533203124999,0.15553190065651704,0.6844891810324043,3004,26,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,RAO*,14,8.517308228802941,0.19070231978831415,2.010379759944044,3073,259,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,DARP-HILP,15,8.330533203124999,0.15553190065651704,0.682532757986337,3004,26,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,RAO*,15,8.517308228802941,0.19070231978831415,1.9883689999114722,3073,259,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,DARP-HILP,16,8.330533203124999,0.15553190065651704,0.7132655610330403,3004,26,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,RAO*,16,8.517308228802941,0.19070231978831415,2.0381865489762276,3073,259,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,DARP-HILP,17,8.330533203124999,0.15553190065651704,0.6595193619141355,3004,26,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,RAO*,17,8.517308228802941,0.19070231978831415,1.9721565000945702,3073,259,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,DARP-HILP,18,8.330533203124999,0.15553190065651704,0.6820167150581256,3004,26,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,RAO*,18,8.517308228802941,0.19070231978831415,1.9128562120022252,3073,259,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,DARP-HILP,19,8.330533203124999,0.15553190065651704,0.6573865100508556,3004,26,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,RAO*,19,8.517308228802941,0.19070231978831415,1.960149614023976,3073,259,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,DARP-HILP,20,8.330533203124999,0.15553190065651704,0.6739952201023698,3004,26,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,RAO*,20,8.517308228802941,0.19070231978831415,2.062198668019846,3073,259,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,DARP-HILP,21,8.330533203124999,0.15553190065651704,0.6726526719285175,3004,26,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,RAO*,21,8.517308228802941,0.19070231978831415,2.032660347991623,3073,259,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,DARP-HILP,22,8.330533203124999,0.15553190065651704,0.7743099819635972,3004,26,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,RAO*,22,8.517308228802941,0.19070231978831415,2.007915255962871,3073,259,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,DARP-HILP,23,8.330533203124999,0.15553190065651704,0.6639930150704458,3004,26,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,RAO*,23,8.517308228802941,0.19070231978831415,2.034667441039346,3073,259,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,DARP-HILP,24,8.330533203124999,0.15553190065651704,0.6753866180079058,3004,26,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,RAO*,24,8.517308228802941,0.19070231978831415,2.078555271960795,3073,259,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,DARP-HILP,25,8.330533203124999,0.15553190065651704,0.7340974640101194,3004,26,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.2,RAO*,25,8.517308228802941,0.19070231978831415,2.023058859980665,3073,259,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,DARP-HILP,1,8.330533203124999,0.15553190065651704,0.8412816839991137,3880,29,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,RAO*,1,8.517308228802941,0.19070231978831415,2.8505157390609384,4228,353,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,DARP-HILP,2,8.330533203124999,0.15553190065651704,0.8135561239905655,3880,29,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,RAO*,2,8.517308228802941,0.19070231978831415,2.6280026140157133,4228,353,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,DARP-HILP,3,8.330533203124999,0.15553190065651704,0.8371865350054577,3880,29,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,RAO*,3,8.517308228802941,0.19070231978831415,2.820653341943398,4228,353,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,DARP-HILP,4,8.330533203124999,0.15553190065651704,0.8382136659929529,3880,29,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,RAO*,4,8.517308228802941,0.19070231978831415,2.521038986975327,4228,353,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,DARP-HILP,5,8.330533203124999,0.15553190065651704,0.8116340740816668,3880,29,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,RAO*,5,8.517308228802941,0.19070231978831415,2.6107966899871826,4228,353,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,DARP-HILP,6,8.330533203124999,0.15553190065651704,0.8242820450104773,3880,29,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,RAO*,6,8.517308228802941,0.19070231978831415,2.5780951080378145,4228,353,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,DARP-HILP,7,8.330533203124999,0.15553190065651704,0.8147179820807651,3880,29,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,RAO*,7,8.517308228802941,0.19070231978831415,2.6921759439865127,4228,353,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,DARP-HILP,8,8.330533203124999,0.15553190065651704,0.9081723629496992,3880,29,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,RAO*,8,8.517308228802941,0.19070231978831415,2.690739626996219,4228,353,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,DARP-HILP,9,8.330533203124999,0.15553190065651704,0.8446075259707868,3880,29,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,RAO*,9,8.517308228802941,0.19070231978831415,2.5611485390691087,4228,353,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,DARP-HILP,10,8.330533203124999,0.15553190065651704,0.8551827640039846,3880,29,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,RAO*,10,8.517308228802941,0.19070231978831415,2.5252535520121455,4228,353,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,DARP-HILP,11,8.330533203124999,0.15553190065651704,0.8651745690731332,3880,29,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,RAO*,11,8.517308228802941,0.19070231978831415,2.66227909992449,4228,353,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,DARP-HILP,12,8.330533203124999,0.15553190065651704,0.8056804270017892,3880,29,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,RAO*,12,8.517308228802941,0.19070231978831415,2.8151412790175527,4228,353,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,DARP-HILP,13,8.330533203124999,0.15553190065651704,0.9442532360553741,3880,29,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,RAO*,13,8.517308228802941,0.19070231978831415,2.53632810106501,4228,353,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,DARP-HILP,14,8.330533203124999,0.15553190065651704,0.9053592830896378,3880,29,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,RAO*,14,8.517308228802941,0.19070231978831415,2.476787501014769,4228,353,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,DARP-HILP,15,8.330533203124999,0.15553190065651704,0.8317337030312046,3880,29,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,RAO*,15,8.517308228802941,0.19070231978831415,2.570668886997737,4228,353,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,DARP-HILP,16,8.330533203124999,0.15553190065651704,0.842200465966016,3880,29,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,RAO*,16,8.517308228802941,0.19070231978831415,2.6445370849687606,4228,353,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,DARP-HILP,17,8.330533203124999,0.15553190065651704,0.8700060250703245,3880,29,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,RAO*,17,8.517308228802941,0.19070231978831415,2.5585994330467656,4228,353,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,DARP-HILP,18,8.330533203124999,0.15553190065651704,0.8702823019120842,3880,29,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,RAO*,18,8.517308228802941,0.19070231978831415,2.669624767964706,4228,353,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,DARP-HILP,19,8.330533203124999,0.15553190065651704,0.8738024579361081,3880,29,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,RAO*,19,8.517308228802941,0.19070231978831415,2.5868142260005698,4228,353,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,DARP-HILP,20,8.330533203124999,0.15553190065651704,0.8542226440040395,3880,29,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
5,5,0.3,RAO*,20,8.517308228802941,0.19070231978831415,2.6296833760570735,4228,353,True,d84d099493b973a63d879255d2221c1930d649aa,543f782d80ceb9555130e911c1fcf7074153d267
